content,content_stem,score,target
Some items are fast some items are slow hope that they have more promotions and cart coupons,fast slow hope promot cart coupon,4,0
Shopee has never gave me a good experience in shopping. Spam advertisement like mad. App notifications is so many it drives the battery down quickly. Not confident Shopee will protect both buyers and sellers from scams.,never gave good experi shop spam advertis like mad notif mani drive batteri quickli confid protect buyer scam,2,1
Love this e commerce platform in terms of convenience of shopping just with a click of a button. But can't stand the lag sometimes. Seriously it gets on my nerves sometimes.,love e commerc platform term conveni shop click button stand lag sometim serious get nerv sometim,4,0
Maybe a bit slow at time but love it a lot still as have many great deal. Easy to redeem n use,mayb bit slow time love lot still mani great deal easi redeem n use,4,0
So far the purchases arrived quickly and confirmation are real quick. But the refund park is tedious.,far purchas arriv quickli confirm real quick refund park tediou,4,0
The apps is very easy to navigate. Many items and options to select from various sellers. The apps is very realiable.,app easi navig mani option select variou app realiabl,5,0
"I have been waiting since last week 2/3 . Until today email , call hotlines, FB messenger. Try all already explained my reason due to 12% cashback voucher. Due to shopee system 😡🤬. What the hell 😱. Already given my reason n details . Have to wait for how long then can reactivate my account. When can Login inside got shopeepay money plus waiting for refund money back. Shopee 🙏 can ASAP Fastest ask technical to fix it. I been using shopee app for so many year.",wait sinc last week today email call hotlin fb messeng tri alreadi explain reason due cashback voucher due system hell alreadi given reason n detail wait long reactiv account login insid got shopeepay money plu wait refund money back asap fastest ask technic fix use mani year,1,1
"I cannot for the life of me login with my password after resetting it. Just keeps prompting me as ""invalid account"". Still works on the desktop version but now in the app I am forced to re-register a new login name. Logging in shouldn't be this hard and convoluted.",cannot life login password reset keep prompt invalid account still work desktop version forc regist new login name log hard convolut,1,1
"Have used Shopee for while now. It was difficult to use at first but now, I quite like it. Lots of variety of products available from different countries available for purchase, which is a plus point. Delivery can still be improved though.",use difficult use first quit like lot varieti product avail differ countri avail purchas plu point deliveri still improv though,5,0
Easy n convenient way to buy!,easi n conveni way buy,5,0
"Good app for shopping, but very unprofessional when it comes to content updates, promotional and games pages. Consistently having broken images or links or some things not working. Do you guys even check your stuff before publishing?",good shop unprofession come content updat promot game page consist broken imag link thing work guy even check stuff publish,2,1
"Better than Lazada! I get to know who is my delivery company before I purchase anything. The delivery is safer and faster than Lazada and I can choose the delivery company I prefer for some products. Lazada products mostly use Ninjavan, which has caused me several issues and trouble due to their inability to properly deliver the parcels (missing parcel, staff refusing to give parcel etc). Overall, good app and nice shopping platform! Shopee has helped me deliver my stuff and made my life easier",better lazada get know deliveri compani purchas anyth deliveri safer faster lazada choos deliveri compani prefer product lazada product mostli use ninjavan caus sever issu troubl due inabl properli deliv parcel miss parcel staff refus give parcel etc overal good nice shop platform help deliv stuff made life easier,5,0
"Pay now top up is so slow. Lack of top up options for shopeepay introduces lots of friction. I waited for the top up to reflect (unsure if it was successful or not, although bank side said it is) to the point I gave up purchasing. Bad user experience and one key factor why customers would consider to switch away to using other platforms.",pay top slow lack top option shopeepay introduc lot friction wait top reflect unsur success although bank side said point gave purchas user experi one key factor custom would consid switch away use platform,1,1
"Cheap and easy shopping experience, but for food and drink voucher, pls don't swipe yourself, must swipe by shop assistant, bad experience with Cococane, swiped redeem myself cannot redeem drink, paid $3.90 for nothing.",cheap easi shop experi food drink voucher pl swipe must swipe shop assist experi cococan swipe redeem cannot redeem drink paid noth,3,1
"Love shopping from Shopee but been having problem with credit/debit payment. Always have the ""Oops! Payment Failed!"" message popped out after keying in the OTP. I've already uninstalled and install Shopee app but still have the same issue.",love shop problem credit debit payment alway oop payment fail messag pop key otp alreadi uninstal instal still issu,3,1
Good platform to buy things,good platform buy thing,5,0
"Finally, found an online shopping app that has proven to be trustworthy. I made order for about more than ten different items, some even less than a dollar, and every single one came within about a week or two. The packages came either through my mailbox or hand delivered. Best of all, the most i was charged for shipping was a dollar! So for the speedy delivery, packaging and low shipping price; even if the item i bought was less than a dollar, i would gladly rate this app an awesome 5 Stars.",final found onlin shop proven trustworthi made order ten differ even less dollar everi singl one came within week two packag came either mailbox hand deliv best charg ship dollar speedi deliveri packag low ship price even bought less dollar would gladli rate awesom star,5,0
"There is no OTP required when using credit card for purchase, this is a major security loophole, I will avoid using shopee as much as possible.",otp requir use credit card purchas major secur loophol avoid use much possibl,1,1
Shopee have become from bad to worse. Last time was good. Delivery was all on time. Now the delivery takes such along time. It states on ur item arrived at SG east hub for like a week but still no updates on when ur item will be out for delivery and all. No iniciative to update the loyal customers who love to shop there. Getting worse. Idk if i can trust shopee anymore. I would rather delete this app than to shop online alrd.,becom wors last time good deliveri time deliveri take along time state ur arriv sg east hub like week still updat ur deliveri inici updat loyal custom love shop get wors idk trust anymor would rather delet shop onlin alrd,1,1
"Horrible customer service. The support team is diverting the inquiry from one agent to another. I have received messages from more than 6 different person over 12 days. And sometimes they don't reply at all unless I send a follow up email after few days. Their tactic is to reply your message with standard template, and asking for same information again and again - order ID. We call this dirty tactic: ""confuse if you cannot convince"".",horribl custom servic support team divert inquiri one agent anoth receiv messag differ person day sometim repli unless send follow email day tactic repli messag standard templat ask inform order id call dirti tactic confus cannot convinc,1,1
Many great offers. Love the mini games that let us earn more coins! Easy to use. I like that the items variety is wide and price is really competitive. But took part in the sampling program only to find that it is not active. Good to have detailed T&C for the sampling program.,mani great offer love mini game let us earn coin easi use like varieti wide price realli competit took part sampl program find activ good detail c sampl program,5,0
cheap stuff & good deals but very bad customer service. replies are quick but often irrelevant/not very helpful.,cheap stuff good deal custom servic repli quick often irrelev help,2,1
Idiot system that doesn't allow customer to change payment really sucks I can't even buy what's the point of promoting item when system can't be changed discount only one way lol,idiot system allow custom chang payment realli suck even buy point promot system chang discount one way lol,1,1
"Servers keep crashing/ going offline, unable to access shopee at random times. Have clear wifi connection/ mobile data but server claims to be offline. Troubleshooting: -clear cache -clear storage -force stop *failed* Delete & redownload *success but did it a few times already* Please fix, thanks",server keep crash go offlin unabl access random time clear wifi connect mobil data server claim offlin troubleshoot clear cach clear storag forc stop fail delet redownload success time alreadi pleas fix thank,3,1
Review screen freezes. I tend to review items I bought. But it's just freaking frustrating if I have to do it 5 times because the app keeps on crashing on the review screen!,review screen freez tend review bought freak frustrat time keep crash review screen,1,1
"Was working OK until these 2 days, app crashes and restarts when I try to rate my purchases. I had to repeat the reviews a few times.",work ok day crash restart tri rate purchas repeat review time,3,1
The Shopee farm system is more stable now but the request water function is now arranged by alphabetical order instead of the most recent interaction. It becomes difficult to request water from our most frequent and recent contacts. Please revert to the original / previous mode. Thanks!,farm system stabl request water function arrang alphabet order instead recent interact becom difficult request water frequent recent contact pleas revert origin previou mode thank,1,1
My go to for on-line shopping. Loving it,go line shop love,5,0
"Easy-use App and quite a reliable platform with tracking on each payment, each order submission and shipping information. Money will only be released to seller after goods are rec'd and well confirmed by buyer. Coins reward that encourages user to comment so as we users can read others' review before purchases.",easi use quit reliabl platform track payment order submiss ship inform money releas good rec well confirm buyer coin reward encourag user comment user read other review purchas,4,0
"Terrible customer service. Avoid this platform. Spent $350 on a product (which was 'free delivery' then once I'd paid directly into their bank account -and not through a card - they asked for several hundred dollars extra for delivery. When I contacted customer services, they said dealt with outside their platform so there was NOTHING they could do. Appalling.",terribl custom servic avoid platform spent product free deliveri paid directli bank account card ask sever hundr dollar extra deliveri contact custom servic said dealt outsid platform noth could appal,1,1
"It is a bit laggy and sometimes it would say ""404 something is missing"". My internet connection is quite stable.",bit laggi sometim would say someth miss internet connect quit stabl,4,0
Finally you've resolved the issue with todays (Aug 1) update. No more server error message & able to see the cart.,final resolv issu today aug updat server error messag abl see cart,4,0
Better than the rest of the platform. If the delivery cost is zero or absorbed. Will give 5 stars. Delivery cost can be ridiculous.,better rest platform deliveri cost zero absorb give star deliveri cost ridicul,4,0
"Ok, though at times, I can find outside or neighbouring shops r much cheaper.. Only some sellers r not willingly to help especially if items purchased overseas. Be very careful n choose wisely. Some r cheaters.",ok though time find outsid neighbour shop r much cheaper r willingli help especi purchas oversea care n choos wise r cheater,3,1
Shipping is usually free if can wait for a longer period. Items are quite competitively priced compared to other platform too.,ship usual free wait longer period quit competit price compar platform,4,0
"Been using shoppee for quite some time, very user friendly easy to search for items. Once in awhile delivery might take some time but mostly relatively fast. Experience loading issue usually at the shoppee pay / scan & pay, hopefully the recent updates solves the issue.",use quit time user friendli easi search awhil deliveri might take time mostli rel fast experi load issu usual pay scan pay hope recent updat solv issu,5,0
"Good app, easy to use but there are small minor bugs. The app freezes once in awhile, like when I tried to rate and review on products. Please fix it👍",good easi use small minor bug freez awhil like tri rate review product pleas fix,4,0
Good deals but oh so addictive..might need to delete the app for a few weeks..and download it again month end to shop..,good deal oh addict might need delet week download month end shop,4,0
"Not sure why after rating, my phone back button cant be used, have to reset the app again.",sure rate phone back button cant use reset,4,0
I can't log in my account and it a dollar now I thought it's a money in Philippines but it's a dollar now and I can't log in my account but WHERE IS THE REAL SHOPEE and now way I'm going to buy these,log account dollar thought money philippin dollar log account real way go buy,1,1
Quite a slick app. Makes it easy to search and browse but does get a bit slow sometimes when there is high traffic.,quit slick make easi search brows get bit slow sometim high traffic,4,0
"I find cheaper products here most of the time. Delivery experience was great so far. I like the shopee coins incentives too, hope to see more coins given. Keep it up!",find cheaper product time deliveri experi great far like coin incent hope see coin given keep,5,0
"There are lot of fake items. I bought major Marshall 2 headphones and received fake ones. Reported it.its been more than a week and no action is taken. Also I have written a review for the item. The seller simply deleted the old product listing and created a new one and hence no reviews. And to my wonder , there is a shopee preferred tag for the same item which is reported long back. Consumers beware. Please buy genuine items from a trusted website instead of falling prey of lower prices.",lot fake bought major marshal headphon receiv fake one report week action taken also written review simpli delet old product list creat new one henc review wonder prefer tag report long back consum bewar pleas buy genuin trust websit instead fall prey lower price,1,1
"App is easy to navigate and use. However interface is very messy and cluttered, making it easy to get lost amid the overbearing features. Searching for items is easy and the like feature is helpful to track items of interest. Thank you for making shopping easy amid this troubling times.",easi navig use howev interfac messi clutter make easi get lost amid overbear featur search easi like featur help track interest thank make shop easi amid troubl time,4,0
Can give negative star? Use paynow to pay never warn it with take up to 24hrs for payment to be confirm. Paying urgent stuff call hotline hold for 25 min. The message line no use at all. Option all invalid. So many issues that this plaform hotline completely fill for 25 min. The call operator cannot help at all after managing to get to her. Only just to inform me to wait 24 hrs. First time and last time using.,give neg star use paynow pay never warn take hr payment confirm pay urgent stuff call hotlin hold min messag line use option invalid mani issu plaform hotlin complet fill min call oper cannot help manag get inform wait hr first time last time use,1,1
"I realised that it is too easy to install this app. Once you change your phone, you can download the app, but somehow your existing account is lost😥",realis easi instal chang phone download somehow exist account lost,1,1
"The app itself is very useful and would always give updates especially to track orders. One time, I got wrong product delivered, immediately gave a response and refund. Delivery always early or on time. Good quality of products.",use would alway give updat especi track order one time got wrong product deliv immedi gave respons refund deliveri alway earli time good qualiti product,5,0
Website is nice n easy to buy. Can create Favourite folder list for user? Easier for us to use.,websit nice n easi buy creat favourit folder list user easier us use,4,0
"Used to like this app, until I met a chatting cs rep that ask ridiculous questions(asked me to send screenshot after I sent to her). Got some cute games. But shopee bubbles that wasted my special powers n moves that I bought with coins. D page just frozen after I click on special power.. That's a scam! Hum! Shopping wise, only buy when special exclusive offer promo (super special event), if not not particularly cheap here. Must find out how to use d free perks here to enjoy this app.",use like met chat cs rep ask ridicul question ask send screenshot sent got cute game bubbl wast special power n move bought coin page frozen click special power scam hum shop wise buy special exclus offer promo super special event particularli cheap must find use free perk enjoy,1,1
Easily to find what I want.. great apps,easili find want great app,5,0
Wide choice of sellers n products. Not the cheapest but so far so good. Must do your homework b4 purchase.,wide choic n product cheapest far good must homework b purchas,4,0
I download this app in Malaysia and log in into my account but it showing me the price in Dollar sign...??then I search again the app in playstore and it showing the same app icon..really frustrating me,download malaysia log account show price dollar sign search playstor show icon realli frustrat,2,1
Zero stars if I could. Shopeepay is utter trash. They take your money then you can't even use it to buy your items. You have to go through a long and tedious wait of a week to just receive your money back. Customer service was not very helpful at all just sending me articles that I've already read through and are not related to my issue. Never notify of tech fault until I asked. Deeply Disappointing that this is my first experience with shopee pay. Not coming back after my refund processes. 0/10,zero star could shopeepay utter trash take money even use buy go long tediou wait week receiv money back custom servic help send articl alreadi read relat issu never notifi tech fault ask deepli disappoint first experi pay come back refund process,1,1
"A bit complicated to use as the pages has got a lot of link. But its good if u know what u are looking for and filter by it. Love the discount and ""coins"".",bit complic use page got lot link good u know u look filter love discount coin,5,0
Very convenient to shop online. Wide range of products. Literally anything under the sun. So far my shopping experience has been pleasant. Two shipment goods missing but shoppee refunded the money speedily without any hassle.,conveni shop onlin wide rang product liter anyth sun far shop experi pleasant two shipment good miss refund money speedili without hassl,5,0
"Great platform, easy navigation! Fuss free. Love using it.",great platform easi navig fuss free love use,4,0
"Used to shop with 2 well known platform La and Q.... Until some products were not what was promised, delivery was a problem, after ordering no stock and had to refund money to credit card etc.. Shopee is delaying Refunds even tho the seller has agreed it was their fault. They UPDATE: TO SHOPPEE DEVELOPER!! SHOPPE STILL HAVEN REFUNDED ME U DARE SOLICITE FOR 5 STARS?!?!!!",use shop well known platform la q product promis deliveri problem order stock refund money credit card etc delay refund even tho agre fault updat develop shopp still refund u dare solicit star,1,1
So much trouble on payment I lost money without any items they only said pay it again to get back my refound how can i be sure to get back my money?it's almost amonth until I made another purchase and again please fix it before I uninstalled this apps thanks,much troubl payment lost money without said pay get back refound sure get back money almost amonth made anoth purchas pleas fix uninstal app thank,2,1
Easy to use and I can't shopping after I started using Shopee!!!!😍,easi use shop start use,5,0
"app kept on crashing, especially when i have orders on the way to my place. don’t know if it’s because of my phone or what, but the app keeps on crashing when i try to track my order. please look into this problem ty",kept crash especi order way place know phone keep crash tri track order pleas look problem ty,3,1
Enjoy shopping with shopee. Hassle free and fast delivery. Highly recommended.,enjoy shop hassl free fast deliveri highli recommend,5,0
Decent app for shopping and collect coins,decent shop collect coin,5,0
Satisfactory shopping experience. Good platform to compare products. User friendly for item receiving acknowledgement or to put up request for refund however unsure if its reliable. Keep it up ok!!!,satisfactori shop experi good platform compar product user friendli receiv acknowledg put request refund howev unsur reliabl keep ok,3,1
Has been enjoying the shopee purchases with the various vouchers attached. Each time after order I look forward to receiving the products. Practically everyday I browse through those that are of interest to me. Thank you Shopee for bringing the sellers closer to us. There isn't a dull moment on your apps. Keep it up!,enjoy purchas variou voucher attach time order look forward receiv product practic everyday brows interest thank bring closer us dull moment app keep,5,0
"You need to fix an extremely annoying thing abt the app. It hangs every time I'm scrolling on app, it doesn't happen on desktop. And it's CRAZILY IRRITATING bcoz it's only via the app that I could use shopee pay. Being a well-established online Megamart, u could do way better than this. I have taken multiple screen records of this. Which I would be sending to the feedback email as well. Does anyone else face this problem as well? Btw, I'm using Huawei Mate 20 Pro.",need fix extrem annoy thing abt hang everi time scroll happen desktop crazili irrit bcoz via could use pay well establish onlin megamart u could way better taken multipl screen record would send feedback email well anyon els face problem well btw use huawei mate pro,1,1
"So far, expectations met. Quality varies. Good variety of payment methods. Interesting features for a shopping app - games to earn points/rewards that provides discount during purchase. Continue to improve customer service and experience.",far expect met qualiti vari good varieti payment method interest featur shop game earn point reward provid discount purchas continu improv custom servic experi,4,0
"During review, whenever I starter typing some words, app will hang and unable to complete reviewing. Pls fix soon",review whenev starter type word hang unabl complet review pl fix soon,2,1
"The new user vouchers that was given to me can't use it on anything when checkout. ""Checkout failed (U02), Oop, this voucher code is not valid, try again with another voucher"" Tried another voucher amount also same thing & reported the issues to Shopee Team. After a few days of checking, they replied that my recent account activities have triggered the system thereby limited me from redeeming my voucher. Ask to read T&C & they are unable to disclose any further details for security purposes.",new user voucher given use anyth checkout checkout fail u oop voucher code valid tri anoth voucher tri anoth voucher amount also thing report issu team day check repli recent account activ trigger system therebi limit redeem voucher ask read c unabl disclos detail secur purpos,1,1
"1) Shopee dispute handling teams are very impartial, technically competent and swift. 2) best price/value. 3) fantastic rewarding system. 4) flash sales are very addictively enjoyable. 5) shipping n delivery - good. 6) many many more purchaser's benefits yet to be uncovered. Will stop here for now. Thank you all.",disput handl team imparti technic compet swift best price valu fantast reward system flash sale addict enjoy ship n deliveri good mani mani purchas benefit yet uncov stop thank,5,0
"Lousy customer support, can't even solve simple issue.",lousi custom support even solv simpl issu,1,1
Something is really wrong with the latest update. The prices show on the listing is different when you click into item. 😮‍💨,someth realli wrong latest updat price show list differ click,1,1
"The app can be a bit confusing. Hard to find favourited items. Also, I had to search a lot on google to realize that the ShopeePay only exist in the app, not web. :(",bit confus hard find favourit also search lot googl realiz shopeepay exist web,4,0
"I'm new to e-commerce. The delievery for my orders is always unsuccessful, so tiring to keep waiting for them to just get unsuccessful and it returns back to the seller. I'd rather go out to buy, than to anxiously wait for the order to come successful.",new e commerc delieveri order alway unsuccess tire keep wait get unsuccess return back rather go buy anxious wait order come success,1,1
"The app is definitely better (more intuitive) than the web access. It's easier to navigate also more fun, with all the coins to be won",definit better intuit web access easier navig also fun coin,4,0
Great shopping App. Have been using this platform more regularly since the pandemic outbreak. Their follow up on refund/returns of unsatisfactory products has been exemplary... their no nonsense approach is really what consumers like me need to have full confidence in shopping online!! 👍👍👍,great shop use platform regularli sinc pandem outbreak follow refund return unsatisfactori product exemplari nonsens approach realli consum like need full confid shop onlin,5,0
- Bank transfer day is short. - Transfer on that day of purchase but just overlook snapshot receipt on that day and transaction cancel the next day. - Shopee can't anyhow cancel transaction without inform and more worst can't retrieved back. - Email took so long to reply. - Call helpline yet no help given only reply we can't do anything. -Seller took long to reply or even no reply.,bank transfer day short transfer day purchas overlook snapshot receipt day transact cancel next day anyhow cancel transact without inform worst retriev back email took long repli call helplin yet help given repli anyth took long repli even repli,2,1
"Excellent. No problems encountered on all my purchases so far. Edited. But if u are unlucky enough to get ur purchases delivered by WMG, be prepared to cry till no more tears.",excel problem encount purchas far edit u unlucki enough get ur purchas deliv wmg prepar cri till tear,3,1
"Customer service support is poor and inexperienced. Was not able to get my refund sorted out and had to wait very long just to get a reply from them. Not only that, their replies was not helpful at all and had to keep repeating myself because they would not follow up with the case.",custom servic support poor inexperienc abl get refund sort wait long get repli repli help keep repeat would follow case,1,1
Not worth risking your money to purchase items from this app. The after service in handling disputes are absolutely horrendous. They will side the sellers to reject return / refund request even when evidence is provided to proof that the item received is defective. Would give 0 star if able.,worth risk money purchas servic handl disput absolut horrend side reject return refund request even evid provid proof receiv defect would give star abl,1,1
"Impossible to use friend's promo code, there's other alternative that is easier to apply. Not worth the hassle to use this. Update: I have already wrote in to ask for help, but reply from Mairak was rude, and there was no offer to help. Now on top of a promo code that is difficult to use, the staff is also rude.",imposs use friend promo code altern easier appli worth hassl use updat alreadi wrote ask help repli mairak rude offer help top promo code difficult use staff also rude,1,1
I like this app.products are good for buying that money,like product good buy money,5,0
"Now that Shopee is ""growing"" bigger n bigger, they don't care abt their customers but rather profit wise. No more free shipping unless use Shopee Pay. So Standard Express - Pick Locker was my next choice. But guess what?! Delivery routine was going very smoothly until when it reaches Shopee Delivery Hub. Either they kept parcels in thier hub for days or delivery status was shown as ""out for delivery"" for days until estimated receive date had been over. SG worst service e-commerce platform ever!",grow bigger n bigger care abt custom rather profit wise free ship unless use pay standard express pick locker next choic guess deliveri routin go smoothli reach deliveri hub either kept parcel thier hub day deliveri statu shown deliveri day estim receiv date sg worst servic e commerc platform ever,1,1
App keeps crashing when Im at the basket page. Why?,keep crash im basket page,3,1
Good but can be better,good better,3,1
extremely bad. definitely do not recommend. if i could give 0 stars i would. cannot use my voucher. cannot get my money back. also very bad customer service 10/10 worst app ever,extrem definit recommend could give star would cannot use voucher cannot get money back also custom servic worst ever,1,1
"It's a good app. One of my favourite. Like the game too. You can win and collect shopee coins. Not a lot but once u accumulate, it can off set some of your total cost with just a touch of a better. Keep it up shopee",good one favourit like game win collect coin lot u accumul set total cost touch better keep,5,0
Update 8 Jan 2023 : Please fix your shoppee guarantee expiry before delivery date. Payment is made to seller before parcel delivery dateline and this technical glitch was confirmed by your customer service. This is poor software development and can become a potential risk to the buyer. ---------- Many smooth and fast transactions. Shipment faster than other CN purchase platforms.,updat jan pleas fix guarante expiri deliveri date payment made parcel deliveri datelin technic glitch confirm custom servic poor softwar develop becom potenti risk buyer mani smooth fast transact shipment faster cn purchas platform,2,1
"Hi, there is something wrong with shopee game, Bubble. You request for life via whatsapp but you gotten a 404 error.. Whatsup with this?",hi someth wrong game bubbl request life via whatsapp gotten error whatsup,3,1
I can't open the review section! Once I click on it the app restart! Doesn't work even if I redownload this app.,open review section click restart work even redownload,2,1
"Shipping is quite fast usually, but when I cancel an order, I dont get my shopee coins that I used refunded! I am very upset about this.",ship quit fast usual cancel order dont get coin use refund upset,4,0
"my only consent is the app always hang.very slow down loading,it's like I don't have internet connection.but when I try close the app,and open like fb and you tube not problem at all.then I noticed ,the problem is from your app. I hope you do something about it.tq",consent alway hang slow load like internet connect tri close open like fb tube problem notic problem hope someth tq,4,0
"Everything is ok, except for some occasional hiccup up for check outs. The button cannot click!",everyth ok except occasion hiccup check out button cannot click,4,0
I like the coins system. But prices can be misleading. Some items can be cheaper before or after flash sale.,like coin system price mislead cheaper flash sale,4,0
Appln down load with incomplete features that unable to view status after ordering and also acknowledge of order items. 2nd installation sucessfully to get fresh appln with many useful features. Happy online shopping experience..,appln load incomplet featur unabl view statu order also acknowledg order nd instal sucess get fresh appln mani use featur happi onlin shop experi,5,0
"Shoppee is a fantastic platform to buy essentials which can even be cheaper than the mall with shops' discount and Shoppee's cashback! At the click of a button, you are spoilt for choice to choose from the impeccable range of goods offered by sellers. You get what you want conveniently delivered to your house even for bulky and heavy items. Unknowingly, some shops even reward you with free gifts....I've received a set of HappyCall forest wood 5-piece cooking tools which are amazingly beautiful.",fantast platform buy essenti even cheaper mall shop discount cashback click button spoilt choic choos impecc rang good offer get want conveni deliv hous even bulki heavi unknowingli shop even reward free gift receiv set happycal forest wood piec cook tool amazingli beauti,5,0
"Used to be my favourite place to online shop. Became worst when they introduce Standard Express - Collection Point. Thought it will make delivery breezier since courier only has to drop them at collection points. Big mistake! My item reached singapore within a week but then it was left in some warehouse for almost A MONTH and they won't look into it UNTIL it passed delivery deadline. & Item tracking system? ""Sorry, tracking number cannot be found!"" Order if you have the patience of an angel.",use favourit place onlin shop becam worst introduc standard express collect point thought make deliveri breezier sinc courier drop collect point big mistak reach singapor within week left warehous almost month look pass deliveri deadlin track system sorri track number cannot found order patienc angel,1,1
The platform only release payments to the seller after you acknowledge items received. Not sure how the Shopee Guarantee works though. No problem thus far.,platform releas payment acknowledg receiv sure guarante work though problem thu far,4,0
"No more free shipping. Shopeepay wallet not good, charged if use cc. Voucher can only be used when paid using shopeepay. Not recommended!",free ship shopeepay wallet good charg use cc voucher use paid use shopeepay recommend,1,1
"It would be better if the review period can be extended to allow users to actually try the product before reviewing them. Most of the reviews are only of how the product is delivered and the packaging, and not about the actual efficacy of the products. Just a suggestion.",would better review period extend allow user actual tri product review review product deliv packag actual efficaci product suggest,2,1
"Horrible! I installed the app but my payment couldn't go through; bank deducted but shopee's server didn't work. I was given varied advices like wait 24 hours, try to make payment again and uninstall. I tried all but both promo code & 15% discount were taken away before I can pay. When I complained, the customer svc officers implied that I was uncooperative! Why should I waste my time further or risk a payment scam, when they took my entitlements? I asked to speak to manager; no one called.",horribl instal payment go bank deduct server work given vari advic like wait hour tri make payment uninstal tri promo code discount taken away pay complain custom svc offic impli uncoop wast time risk payment scam took entitl ask speak manag one call,1,1
Shopee was one of my favourite app for shopping online. Its service was very good. As I always get my items on time. And if its delay I would still be able to speak to the customer. But recently shopee as been a disappointment to me. I would have to wait ages for my item and after that they will recommend me to ask for refund. Still glad they could refund me back.,one favourit shop onlin servic good alway get time delay would still abl speak custom recent disappoint would wait age recommend ask refund still glad could refund back,2,1
"Although I use this app very frequently, it gets frustrating that it hangs and lags very often in a day.. and need to reboot the app frequently. please fix the bugs. it is making the shopping unfriendly",although use frequent get frustrat hang lag often day need reboot frequent pleas fix bug make shop unfriendli,2,1
Getting bad to worse. Sellers are getting very dishonest about their products. A d shopee seems to close an eye on them. I am a gold member and have bought many things but recently full of bad experiences.,get wors get dishonest product seem close eye gold member bought mani thing recent full experi,2,1
"So far all my orders came in good condition. The sellers take great pain to pack all my orders, so that it is safe and secured. Definitely save some money, by ordering direct from the source, rather than buying from the physical shop. Only once, I encounter a delivery staff, who just drop my order at my gate, without knocking at the door, whereas I am at home. Apart from that, all is well. Excellent way to shop for what you need. Keep up the excellent work and don't fall into complacency.",far order came good condit take great pain pack order safe secur definit save money order direct sourc rather buy physic shop encount deliveri staff drop order gate without knock door wherea home apart well excel way shop need keep excel work fall complac,5,0
"Good app for purchasing variety stuffs as advised by a friend. Notice they have live program. Livestream function is not doing very well, nothing entertaining, alot china sellers selling the same stuffs. Watched their live few times and notice always only the same user talking to each other. Maybe shopee use their own people to engage in the livestream. Not many local seller available except their youngster live. Limited shipping option which is not convenient as per preference.",good purchas varieti stuff advis friend notic live program livestream function well noth entertain alot china sell stuff watch live time notic alway user talk mayb use peopl engag livestream mani local avail except youngster live limit ship option conveni per prefer,1,1
"User Friendly. It will be good if there is a ""Select & Delete"" function for Notifications Category.",user friendli good select delet function notif categori,4,0
I always try to use shopee to buy the stuff i need. Lately shopee farm has been quite buggy tho and thats the obly reason i open my app everyday.,alway tri use buy stuff need late farm quit buggi tho that obli reason open everyday,4,0
"I am kind of old school when come to purchases. I prefer to be able to see/feel the physical products. Shopee is the only e-commerce platform that I have used because it is local, which I trust. So far it has not failed me. There is a wide selection of merchandise with competitive prices. Refund for wrong product received is easy. Shopee protects buyers' rights. Very fair! Love the games too, with incentives to win coins and vouchers. Coins can be used to offset purchases. Thank you Shopee!",kind old school come purchas prefer abl see feel physic product e commerc platform use local trust far fail wide select merchandis competit price refund wrong product receiv easi protect buyer right fair love game incent win coin voucher coin use offset purchas thank,5,0
"Heaven for Counterfeit goods and admin make no effort in controlling and investigate in those kind of sellers. Basically any people can open an account either scammer or counterfeit sellers, especially those from China. Qoo10 is way better than this platform",heaven counterfeit good admin make effort control investig kind basic peopl open account either scammer counterfeit especi china qoo way better platform,3,1
Delivery experiences are bad. 3 occasions local deliverer issues. Item damaged by deliverer but Shoppee doesnt cover any issue after item delivered. Avoid using J&T delivery.,deliveri experi occas local deliver issu damag deliver doesnt cover issu deliv avoid use j deliveri,3,1
"This app does give me a competitive things that I want even when I buy my baby g watch from here, it's was real. If I can remember the last time I bought sth it was fake. I was mad to lose my money but still trust this app.",give competit thing want even buy babi g watch real rememb last time bought sth fake mad lose money still trust,3,1
"Shopee is super annoying, the live agents are useless and not helpful at all. The process of buying, refunding are super slow. So troublesome! Other platforms are way better than shopee. Especially the refund policy is so troublesome.",super annoy live agent useless help process buy refund super slow troublesom platform way better especi refund polici troublesom,1,1
Great shopping experience. Will not release money until we confirmed products are good.,great shop experi releas money confirm product good,5,0
I am unable to login after changing hand phone to Huawei p50 as the email verification goes into loop. Please rectify the problem.,unabl login chang hand phone huawei p email verif goe loop pleas rectifi problem,2,1
Purchased item is faulty with no reply from the contacted seller. Find very hard to live-chat with customer service who promised sent me a email so I could provide video of faulty item but never happen. The customer support are just marketing cosmetics. Take your risks.,purchas faulti repli contact find hard live chat custom servic promis sent email could provid video faulti never happen custom support market cosmet take risk,1,1
Shopping on Shopee is convenient and also good deal. As large and bulky items get delivered to doorstep within a few days.,shop conveni also good deal larg bulki get deliv doorstep within day,3,1
"Unable to use the app. Always received message ""Ops error occurred"" go back homepage. Uninstall and install again. The problem solve but will happen again.",unabl use alway receiv messag op error occur go back homepag uninstal instal problem solv happen,4,0
Platform payment mode is unclear. Always ask me pay via bank transfer which is troublesome..Take long long time to locate credit card payment.. Others are good,platform payment mode unclear alway ask pay via bank transfer troublesom take long long time locat credit card payment other good,3,1
